Date,Song ID,Song Name,Artist Name,Release Date,Genre,Stream Counts,Download Counts,Chart Positions,Social Media Mentions,Social Media Engagement,YouTube Views,Playlist Adds,Listener Age Group,Geographical Location,Listener Gender,Campaign Type,Spend,Reach,Engagement Rate
2024-10-15 03:17:39.105863,1,Nightfall Symphony,Soundwave Project,2024-04-28 03:17:39.105863,Indie,19326,493,9,1266,13129,52544,249,25-34,France,Other,Spotify Ads,3353,50174,3.46
2024-03-20 03:17:39.105863,10,Daydreamer's Tune,Deep Bass Nine,2024-04-29 03:17:39.105863,Ambient,2881,396,34,2117,70669,97954,200,25-34,France,Other,Twitter Campaign,4198,70040,2.52
2024-07-17 03:17:39.105863,2,Daydreamer's Tune,Future Sounds,2024-05-07 03:17:39.105863,Electronic,19337,110,64,152,52195,93813,587,25-34,Germany,Other,Spotify Ads,5732,190382,2.77
2024-03-18 03:17:39.105863,3,Digital Dreams,Binary Beats,2024-04-21 03:17:39.105863,Ambient,2736,1159,40,103,17656,68001,737,35-44,UK,Other,Facebook Ads,2632,27261,4.34
2024-03-19 03:17:39.105863,2,Nightfall Symphony,Binary Beats,2024-04-29 03:17:39.105863,Pop,14379,1870,59,1418,62895,89597,791,35-44,USA,Other,Twitter Campaign,431,161972,2.87
2024-10-10 03:17:39.105863,4,Nightfall Symphony,Binary Beats,2024-04-21 03:17:39.105863,Electronic,2078,520,4,173,93804,84111,895,18-24,Brazil,Other,Twitter Campaign,6543,104959,0.66
2024-03-30 03:17:39.105863,6,Echoes of Tomorrow,Melodic Minds,2024-05-08 03:17:39.105863,Electronic,11128,257,31,508,5125,13498,308,45-54,Germany,Male,Facebook Ads,5271,154100,2.32
2023-07-23 03:17:39.105863,6,Nightfall Symphony,Soundwave Project,2024-04-22 03:17:39.105863,Indie,20137,250,31,854,37192,83577,282,25-34,Canada,Other,Facebook Ads,7193,80365,2.07
2024-05-12 03:17:39.105863,6,Love in the Time of Data,Deep Bass Nine,2024-04-22 03:17:39.105863,Rock,16745,1113,19,604,71573,38672,163,45-54,Brazil,Female,Facebook Ads,1629,38642,1.67
2025-03-14 03:17:39.105863,7,Daydreamer's Tune,Deep Bass Nine,2024-04-25 03:17:39.105863,Indie,23923,1464,61,2883,62953,59770,171,18-24,Brazil,Female,Facebook Ads,4021,124168,0.42
2023-10-31 03:17:39.105863,7,Retrograde Motion,Orchestra of Lights,2024-04-27 03:17:39.105863,Indie,11850,634,39,2636,25250,3420,458,18-24,USA,Other,Facebook Ads,5166,108253,1.77
2024-04-25 03:17:39.105863,9,Digital Dreams,Vintage Beats,2024-04-21 03:17:39.105863,Rock,29222,1346,4,2884,92808,58348,160,35-44,Canada,Other,Facebook Ads,550,147178,3.48
2024-09-11 03:17:39.105863,9,Love in the Time of Data,Future Sounds,2024-05-07 03:17:39.105863,Rock,5660,1183,53,641,68289,64877,347,25-34,Brazil,Other,Facebook Ads,6569,112172,1.19
2024-04-14 03:17:39.105863,8,Rhythm of the Code,Soundwave Project,2024-05-06 03:17:39.105863,Rock,13495,1667,39,2773,60352,54295,955,25-34,France,Other,YouTube Ads,5335,57565,4.56
2024-07-19 03:17:39.105863,9,Love in the Time of Data,Phantom Harmony,2024-05-13 03:17:39.105863,Rock,12430,757,82,1511,79497,18349,346,25-34,Australia,Female,Spotify Ads,2242,29179,3.72
2023-09-02 03:17:39.105863,2,Daydreamer's Tune,Binary Beats,2024-05-04 03:17:39.105863,Electronic,5462,620,76,2611,6181,6078,453,45-54,Germany,Male,Facebook Ads,4723,53355,4.88
2023-11-16 03:17:39.105863,6,Rhythm of the Code,Melodic Minds,2024-05-08 03:17:39.105863,Rock,19727,998,65,325,53697,43879,299,25-34,Australia,Male,YouTube Ads,7265,30551,4.8
2023-11-13 03:17:39.105863,8,Retrograde Motion,Deep Bass Nine,2024-05-05 03:17:39.105863,Indie,29786,1529,88,305,81333,44706,517,45-54,USA,Female,Facebook Ads,5023,115816,4.84
2025-01-05 03:17:39.105863,4,Retrograde Motion,Melodic Minds,2024-05-13 03:17:39.105863,Ambient,20111,196,34,1898,80161,67467,538,25-34,France,Female,Facebook Ads,7477,86743,4.84
2024-02-09 03:17:39.105863,2,Harmonic Distortion,Soundwave Project,2024-05-16 03:17:39.105863,Pop,11162,427,43,2409,72900,77468,392,18-24,France,Female,Twitter Campaign,4071,90038,3.39
2024-06-25 03:17:39.105863,6,Retrograde Motion,Phantom Harmony,2024-04-18 03:17:39.105863,Electronic,12562,355,12,2771,67648,66471,771,18-24,France,Female,Instagram Ads,6196,77671,3.16
2023-06-07 03:17:39.105863,2,Nightfall Symphony,Orchestra of Lights,2024-04-19 03:17:39.105863,Indie,20511,523,85,1161,1082,92590,391,18-24,USA,Female,Twitter Campaign,6585,113756,3.03
2023-08-24 03:17:39.105863,4,Rhythm of the Code,Phantom Harmony,2024-04-26 03:17:39.105863,Indie,11220,1668,40,2193,51583,84105,434,18-24,UK,Male,Spotify Ads,5519,177000,2.67
2025-01-04 03:17:39.105863,6,Echoes of Tomorrow,Soundwave Project,2024-04-30 03:17:39.105863,Rock,29374,122,91,854,34466,52030,994,35-44,France,Female,Instagram Ads,4967,36796,0.24
2023-08-23 03:17:39.105863,5,Bassline Rapture,Melodic Minds,2024-05-05 03:17:39.105863,Ambient,22902,140,23,1664,52719,68314,713,45-54,France,Other,Spotify Ads,1548,123554,2.11
2024-09-13 03:17:39.105863,9,Bassline Rapture,Phantom Harmony,2024-04-29 03:17:39.105863,Indie,16669,1262,60,265,62484,4645,862,25-34,Germany,Female,Instagram Ads,6267,172513,2.39
2024-03-15 03:17:39.105863,1,Harmonic Distortion,Binary Beats,2024-05-13 03:17:39.105863,Pop,7834,156,67,312,97228,9837,972,45-54,Brazil,Male,Instagram Ads,6174,151744,2.68
2024-11-02 03:17:39.105863,3,Love in the Time of Data,Soundwave Project,2024-05-13 03:17:39.105863,Pop,15209,1525,21,908,25911,90813,287,35-44,Canada,Other,Facebook Ads,2284,140299,0.8
2024-02-13 03:17:39.105863,4,Nightfall Symphony,Melodic Minds,2024-04-18 03:17:39.105863,Pop,26738,933,71,1269,20427,17344,566,25-34,Australia,Female,Spotify Ads,6058,99992,2.79
2025-04-17 03:17:39.105863,10,Daydreamer's Tune,Phantom Harmony,2024-05-11 03:17:39.105863,Electronic,21242,453,86,2226,7363,15042,987,25-34,Brazil,Female,Instagram Ads,1822,130728,0.9
2024-09-20 03:17:39.105863,6,Retrograde Motion,Vintage Beats,2024-04-22 03:17:39.105863,Ambient,22190,1483,21,2211,86228,46380,292,35-44,Germany,Female,YouTube Ads,7221,115545,2.63
2025-02-24 03:17:39.105863,4,Echoes of Silence,Phantom Harmony,2024-04-20 03:17:39.105863,Indie,19854,1722,76,1369,62749,26602,288,45-54,Canada,Female,Spotify Ads,635,120992,1.36
2025-04-22 03:17:39.105863,9,Bassline Rapture,Soundwave Project,2024-04-28 03:17:39.105863,Ambient,22349,558,28,2489,8977,23224,540,25-34,USA,Other,Instagram Ads,7392,120317,4.76
2024-03-18 03:17:39.105863,10,Love in the Time of Data,Future Sounds,2024-05-14 03:17:39.105863,Pop,25855,1578,42,127,40887,24715,460,18-24,Germany,Female,Instagram Ads,2064,171829,3.8
2023-11-27 03:17:39.105863,3,Digital Dreams,Binary Beats,2024-05-04 03:17:39.105863,Ambient,11045,729,62,2710,80606,82531,898,18-24,Germany,Male,YouTube Ads,955,95324,4.3
2024-06-05 03:17:39.105863,4,Nightfall Symphony,Binary Beats,2024-04-27 03:17:39.105863,Ambient,22550,247,85,2377,16509,70664,802,45-54,Germany,Other,Instagram Ads,4035,193455,2.97
2023-12-10 03:17:39.105863,8,Rhythm of the Code,Vintage Beats,2024-05-06 03:17:39.105863,Rock,20142,770,43,430,8803,45505,840,18-24,Canada,Other,Spotify Ads,4073,122702,3.11
2024-12-28 03:17:39.105863,7,Nightfall Symphony,Vintage Beats,2024-04-30 03:17:39.105863,Ambient,9387,583,91,2385,86546,75822,765,18-24,Canada,Female,Facebook Ads,4741,41441,0.77
2025-03-25 03:17:39.105863,6,Daydreamer's Tune,Phantom Harmony,2024-05-07 03:17:39.105863,Pop,7622,1010,68,996,59661,67149,211,45-54,Canada,Male,YouTube Ads,6519,63317,1.0
2024-12-17 03:17:39.105863,8,Nightfall Symphony,Future Sounds,2024-05-06 03:17:39.105863,Pop,13799,1808,2,621,70808,39904,824,18-24,Germany,Male,YouTube Ads,5663,142047,4.07
2023-06-25 03:17:39.105863,5,Harmonic Distortion,Phantom Harmony,2024-05-12 03:17:39.105863,Pop,7199,1147,11,2772,27267,56491,252,35-44,Australia,Male,YouTube Ads,6395,92576,3.09
2024-05-16 03:17:39.105863,1,Echoes of Tomorrow,Deep Bass Nine,2024-04-25 03:17:39.105863,Rock,4457,1062,18,1775,33194,17630,413,25-34,France,Other,YouTube Ads,511,118422,0.3
2025-03-29 03:17:39.105863,2,Daydreamer's Tune,Future Sounds,2024-05-06 03:17:39.105863,Ambient,22032,1168,27,878,9840,84428,889,35-44,Canada,Other,YouTube Ads,4222,157558,1.32
2023-06-12 03:17:39.105863,4,Nightfall Symphony,Future Sounds,2024-04-30 03:17:39.105863,Rock,19407,926,49,2411,75642,40029,293,45-54,Germany,Female,Spotify Ads,3031,167309,0.49
2023-05-19 03:17:39.105863,5,Rhythm of the Code,Melodic Minds,2024-05-02 03:17:39.105863,Electronic,1717,1522,72,1250,14641,45699,760,25-34,Australia,Male,Instagram Ads,1295,126451,4.53
2023-09-08 03:17:39.105863,10,Love in the Time of Data,Future Sounds,2024-04-20 03:17:39.105863,Indie,27596,1194,73,1347,72794,6607,805,25-34,France,Other,YouTube Ads,6046,70589,3.72
2023-08-22 03:17:39.105863,6,Daydreamer's Tune,Melodic Minds,2024-04-26 03:17:39.105863,Pop,23691,365,22,2318,36848,79798,509,35-44,France,Male,Twitter Campaign,7492,159136,0.54
2024-01-11 03:17:39.105863,9,Retrograde Motion,Binary Beats,2024-04-30 03:17:39.105863,Pop,10395,835,14,1895,69653,5100,589,45-54,UK,Female,Instagram Ads,6021,127017,4.18
2023-06-25 03:17:39.105863,8,Echoes of Tomorrow,Binary Beats,2024-04-25 03:17:39.105863,Rock,22003,972,67,1449,93597,87885,675,25-34,UK,Female,Instagram Ads,716,145912,0.59
2024-03-13 03:17:39.105863,5,Echoes of Silence,Soundwave Project,2024-05-13 03:17:39.105863,Electronic,6656,1763,38,312,29361,26770,672,45-54,UK,Male,Facebook Ads,7125,79474,3.51
2025-03-19 03:17:39.105863,7,Digital Dreams,Phantom Harmony,2024-05-03 03:17:39.105863,Pop,15841,889,44,2454,2681,90546,120,25-34,Germany,Male,Facebook Ads,6885,106742,4.12
2025-01-01 03:17:39.105863,1,Echoes of Tomorrow,Binary Beats,2024-05-07 03:17:39.105863,Ambient,23688,1135,32,1485,27798,41219,224,45-54,Germany,Other,Facebook Ads,1142,109983,2.31
2023-06-10 03:17:39.105863,7,Rhythm of the Code,Future Sounds,2024-04-29 03:17:39.105863,Rock,3586,1406,5,933,80570,39226,360,45-54,Brazil,Female,Instagram Ads,6960,108503,4.08
2023-12-13 03:17:39.105863,10,Love in the Time of Data,Binary Beats,2024-05-09 03:17:39.105863,Indie,16100,1289,61,2802,82020,62955,237,18-24,Brazil,Male,Instagram Ads,1135,155816,4.04
2024-11-08 03:17:39.105863,6,Digital Dreams,Melodic Minds,2024-05-15 03:17:39.105863,Ambient,1513,1984,61,628,50415,96828,395,25-34,France,Male,Twitter Campaign,5051,100286,4.11
2023-10-19 03:17:39.105863,5,Retrograde Motion,Vintage Beats,2024-05-12 03:17:39.105863,Indie,16313,1854,33,67,98606,76589,612,35-44,UK,Female,YouTube Ads,2762,145049,2.52
2023-10-28 03:17:39.105863,4,Rhythm of the Code,Binary Beats,2024-04-19 03:17:39.105863,Rock,19726,1104,41,2643,9871,15307,427,25-34,Germany,Female,Spotify Ads,6941,178771,2.48
2023-08-13 03:17:39.105863,9,Retrograde Motion,Binary Beats,2024-04-20 03:17:39.105863,Electronic,26491,1465,98,194,96243,71948,773,35-44,Australia,Other,Instagram Ads,7129,80789,2.54
2023-09-15 03:17:39.105863,5,Nightfall Symphony,Phantom Harmony,2024-04-30 03:17:39.105863,Indie,7282,864,49,855,4477,20222,763,25-34,UK,Male,YouTube Ads,5096,36896,3.91
2023-11-04 03:17:39.105863,8,Nightfall Symphony,Binary Beats,2024-05-06 03:17:39.105863,Indie,6261,1098,82,206,91542,96177,995,45-54,France,Female,Twitter Campaign,3504,44587,3.14
2024-04-11 03:17:39.105863,6,Nightfall Symphony,Melodic Minds,2024-04-20 03:17:39.105863,Indie,13336,491,91,617,3933,31057,136,18-24,UK,Male,Spotify Ads,541,186201,3.16
2023-07-15 03:17:39.105863,8,Harmonic Distortion,Orchestra of Lights,2024-04-28 03:17:39.105863,Ambient,11449,349,52,1979,35045,31082,930,18-24,Germany,Female,Twitter Campaign,1352,172980,2.07
2024-01-03 03:17:39.105863,10,Nightfall Symphony,Vintage Beats,2024-04-29 03:17:39.105863,Electronic,20178,913,81,429,54077,82269,762,45-54,Brazil,Other,Instagram Ads,7056,34036,0.75
2024-03-23 03:17:39.105863,5,Daydreamer's Tune,Soundwave Project,2024-05-14 03:17:39.105863,Rock,6232,905,17,2579,59743,73972,881,18-24,Germany,Other,Instagram Ads,1604,64848,2.87
2025-04-25 03:17:39.105863,8,Harmonic Distortion,Orchestra of Lights,2024-05-01 03:17:39.105863,Rock,16821,1649,91,227,83515,58307,670,35-44,Germany,Other,Instagram Ads,6479,198045,3.09
2023-12-27 03:17:39.105863,1,Love in the Time of Data,Deep Bass Nine,2024-04-21 03:17:39.105863,Pop,25844,798,52,608,66550,2065,626,35-44,USA,Female,Facebook Ads,2605,124825,2.1
2024-08-16 03:17:39.105863,3,Bassline Rapture,Orchestra of Lights,2024-05-04 03:17:39.105863,Indie,5436,1347,76,890,11667,7685,325,45-54,Germany,Female,Facebook Ads,365,60146,4.69
2025-02-23 03:17:39.105863,7,Nightfall Symphony,Soundwave Project,2024-04-23 03:17:39.105863,Pop,1880,710,88,2385,75814,48323,547,35-44,Germany,Male,YouTube Ads,5235,153774,0.82
2025-05-11 03:17:39.105863,3,Rhythm of the Code,Deep Bass Nine,2024-04-20 03:17:39.105863,Indie,5233,1427,63,343,61802,94650,580,35-44,USA,Male,Facebook Ads,861,107311,4.55
2025-05-16 03:17:39.105863,2,Daydreamer's Tune,Orchestra of Lights,2024-05-07 03:17:39.105863,Indie,23669,1079,29,411,35007,40156,750,45-54,Germany,Male,YouTube Ads,6983,40825,4.96
2023-12-22 03:17:39.105863,10,Nightfall Symphony,Deep Bass Nine,2024-04-25 03:17:39.105863,Ambient,10040,1072,67,1672,24493,34347,831,45-54,USA,Other,Facebook Ads,4378,57450,4.16
2025-01-23 03:17:39.105863,7,Love in the Time of Data,Deep Bass Nine,2024-05-12 03:17:39.105863,Electronic,19836,1294,58,1736,94719,25686,997,18-24,Brazil,Other,Spotify Ads,2076,174296,0.8
2024-04-25 03:17:39.105863,5,Rhythm of the Code,Soundwave Project,2024-05-10 03:17:39.105863,Rock,24644,175,19,905,41006,19796,596,18-24,Australia,Female,Instagram Ads,1140,166040,1.0
2024-10-16 03:17:39.105863,4,Echoes of Silence,Phantom Harmony,2024-04-24 03:17:39.105863,Rock,27946,1629,21,1595,88391,92765,374,45-54,Brazil,Female,Twitter Campaign,2512,144101,0.83
2025-05-16 03:17:39.105863,4,Nightfall Symphony,Vintage Beats,2024-04-29 03:17:39.105863,Pop,14438,1890,32,403,61509,44852,573,35-44,Germany,Male,Spotify Ads,6208,162623,1.91
2025-02-19 03:17:39.105863,5,Harmonic Distortion,Deep Bass Nine,2024-05-11 03:17:39.105863,Pop,20713,967,93,2508,29268,55625,727,18-24,Australia,Female,Instagram Ads,4483,193703,0.11
2024-08-19 03:17:39.105863,3,Love in the Time of Data,Phantom Harmony,2024-04-28 03:17:39.105863,Rock,25604,1151,86,2066,58348,97086,767,45-54,Brazil,Male,YouTube Ads,4600,99252,3.39
2023-09-10 03:17:39.105863,8,Rhythm of the Code,Phantom Harmony,2024-05-15 03:17:39.105863,Pop,2539,265,14,2689,44408,10042,793,35-44,USA,Other,YouTube Ads,6729,171399,3.37
2024-02-05 03:17:39.105863,9,Daydreamer's Tune,Binary Beats,2024-05-05 03:17:39.105863,Electronic,6879,847,62,1691,84784,58904,468,18-24,UK,Male,Instagram Ads,1448,152718,3.67
2023-08-13 03:17:39.105863,5,Retrograde Motion,Orchestra of Lights,2024-05-02 03:17:39.105863,Ambient,11674,1027,31,2613,9083,65976,403,25-34,Canada,Male,Twitter Campaign,792,138443,3.06
2025-02-24 03:17:39.105863,4,Echoes of Silence,Soundwave Project,2024-04-20 03:17:39.105863,Rock,27226,110,93,975,88557,82165,949,35-44,USA,Female,Instagram Ads,694,35190,0.54
2024-05-25 03:17:39.105863,7,Harmonic Distortion,Future Sounds,2024-04-21 03:17:39.105863,Ambient,18077,521,38,467,24174,89063,970,25-34,Germany,Male,Instagram Ads,1995,129700,0.57
2023-09-26 03:17:39.105863,2,Daydreamer's Tune,Soundwave Project,2024-04-22 03:17:39.105863,Indie,6824,628,12,762,43826,14436,920,45-54,Australia,Female,Spotify Ads,6024,101937,0.84
2023-06-20 03:17:39.105863,9,Love in the Time of Data,Soundwave Project,2024-04-28 03:17:39.105863,Indie,3920,1375,43,2584,16932,91904,917,35-44,Germany,Other,Spotify Ads,6164,126587,1.06
2023-06-19 03:17:39.105863,9,Nightfall Symphony,Vintage Beats,2024-04-19 03:17:39.105863,Ambient,5704,710,10,517,91667,55590,825,35-44,USA,Other,YouTube Ads,3018,152461,0.68
2024-07-14 03:17:39.105863,9,Nightfall Symphony,Orchestra of Lights,2024-05-07 03:17:39.105863,Pop,14348,500,89,2269,52572,87154,801,25-34,Canada,Male,YouTube Ads,1931,197061,2.66
2024-08-10 03:17:39.105863,6,Echoes of Tomorrow,Phantom Harmony,2024-05-07 03:17:39.105863,Ambient,3031,1402,25,845,24519,80798,818,25-34,Germany,Other,Instagram Ads,730,167140,4.05
2024-08-15 03:17:39.105863,9,Daydreamer's Tune,Phantom Harmony,2024-04-29 03:17:39.105863,Pop,19453,756,57,2118,46152,26665,396,18-24,UK,Male,Spotify Ads,4940,57739,2.71
2024-01-13 03:17:39.105863,4,Daydreamer's Tune,Orchestra of Lights,2024-04-24 03:17:39.105863,Electronic,23229,1772,27,1699,81428,99435,171,18-24,France,Male,YouTube Ads,6202,141670,1.24
2024-09-17 03:17:39.105863,1,Retrograde Motion,Soundwave Project,2024-04-25 03:17:39.105863,Ambient,4084,662,19,2797,50818,20277,443,45-54,Canada,Other,Twitter Campaign,4419,194785,4.19
2024-01-28 03:17:39.105863,9,Nightfall Symphony,Phantom Harmony,2024-05-07 03:17:39.105863,Ambient,26845,356,65,2288,8616,56682,836,45-54,Australia,Male,Instagram Ads,1019,63816,2.28
2024-03-17 03:17:39.105863,7,Bassline Rapture,Binary Beats,2024-04-28 03:17:39.105863,Indie,6898,1329,1,2963,26197,34925,351,18-24,France,Female,Facebook Ads,1880,110068,2.37
2024-07-22 03:17:39.105863,4,Nightfall Symphony,Phantom Harmony,2024-04-29 03:17:39.105863,Ambient,27677,608,40,1656,86389,90726,504,45-54,Canada,Female,Twitter Campaign,6708,151976,3.48
2024-08-01 03:17:39.105863,1,Rhythm of the Code,Melodic Minds,2024-05-04 03:17:39.105863,Rock,22488,261,1,761,78259,73815,452,45-54,UK,Other,Facebook Ads,5770,165934,3.7
2023-09-30 03:17:39.105863,4,Bassline Rapture,Vintage Beats,2024-05-14 03:17:39.105863,Ambient,2593,254,99,1081,85856,22794,642,35-44,USA,Male,Instagram Ads,4703,53117,2.85
2024-02-25 03:17:39.105863,6,Rhythm of the Code,Binary Beats,2024-05-06 03:17:39.105863,Rock,15007,917,20,835,18169,91610,179,35-44,France,Male,Spotify Ads,1247,132547,0.36
2024-11-07 03:17:39.105863,3,Retrograde Motion,Phantom Harmony,2024-05-10 03:17:39.105863,Indie,28775,1864,37,2893,59943,31666,969,25-34,France,Female,YouTube Ads,2232,28854,2.19
2025-03-18 03:17:39.105863,7,Nightfall Symphony,Binary Beats,2024-04-26 03:17:39.105863,Ambient,26239,867,44,413,52344,11373,598,35-44,France,Other,Twitter Campaign,4990,77043,3.33
2025-01-25 03:17:39.105863,10,Love in the Time of Data,Phantom Harmony,2024-05-15 03:17:39.105863,Ambient,17312,376,93,2145,64097,48079,753,18-24,Brazil,Other,Twitter Campaign,2684,29420,3.76
2025-03-07 03:17:39.105863,1,Echoes of Tomorrow,Binary Beats,2024-04-23 03:17:39.105863,Indie,8851,636,29,2563,63875,15208,785,45-54,France,Male,Spotify Ads,4646,113885,3.76
2025-02-01 03:17:39.105863,5,Love in the Time of Data,Future Sounds,2024-04-23 03:17:39.105863,Ambient,6974,1953,91,2583,18689,88432,498,18-24,Brazil,Other,Instagram Ads,1673,118973,3.97
2025-04-17 03:17:39.105863,2,Daydreamer's Tune,Binary Beats,2024-04-23 03:17:39.105863,Indie,9934,1229,69,2776,92762,50161,342,25-34,Germany,Other,Instagram Ads,1524,27186,0.41
2023-11-29 03:17:39.105863,1,Echoes of Silence,Binary Beats,2024-05-15 03:17:39.105863,Pop,5572,392,81,2500,5477,22493,978,18-24,Germany,Male,YouTube Ads,5321,171424,1.47
2023-11-22 03:17:39.105863,3,Digital Dreams,Vintage Beats,2024-04-25 03:17:39.105863,Ambient,17913,178,39,1444,12290,22632,530,25-34,Brazil,Female,Twitter Campaign,1124,112137,0.28
2023-08-08 03:17:39.105863,9,Daydreamer's Tune,Binary Beats,2024-04-20 03:17:39.105863,Electronic,29490,351,57,1559,51351,11659,834,35-44,Canada,Other,Twitter Campaign,7051,26834,3.6
2023-09-01 03:17:39.105863,10,Love in the Time of Data,Binary Beats,2024-04-28 03:17:39.105863,Rock,9069,116,89,1743,15401,23605,621,35-44,France,Male,YouTube Ads,5958,42170,1.11
2024-08-14 03:17:39.105863,3,Retrograde Motion,Soundwave Project,2024-05-06 03:17:39.105863,Ambient,25186,869,44,1514,7463,6253,382,35-44,Australia,Male,Instagram Ads,294,27858,2.37
2024-03-26 03:17:39.105863,3,Digital Dreams,Soundwave Project,2024-04-22 03:17:39.105863,Indie,18673,1770,57,778,87267,34571,806,45-54,France,Male,Twitter Campaign,1906,162929,0.64
2025-03-28 03:17:39.105863,6,Digital Dreams,Binary Beats,2024-04-18 03:17:39.105863,Rock,19674,363,17,195,33566,9729,281,18-24,France,Male,YouTube Ads,591,52202,4.69
2025-02-20 03:17:39.105863,10,Bassline Rapture,Melodic Minds,2024-04-19 03:17:39.105863,Ambient,7366,1928,42,2135,5085,74338,736,25-34,USA,Female,Twitter Campaign,4427,79174,0.24
2024-03-04 03:17:39.105863,6,Love in the Time of Data,Orchestra of Lights,2024-04-20 03:17:39.105863,Ambient,14999,1355,9,254,66923,24695,203,45-54,Brazil,Other,Twitter Campaign,7102,38813,0.35
2025-03-17 03:17:39.105863,6,Retrograde Motion,Soundwave Project,2024-05-02 03:17:39.105863,Rock,16045,1794,50,2314,58025,77176,939,18-24,UK,Other,YouTube Ads,4854,148171,4.48
2024-12-06 03:17:39.105863,5,Love in the Time of Data,Vintage Beats,2024-05-05 03:17:39.105863,Pop,14592,1275,20,738,77951,69275,557,18-24,France,Other,Spotify Ads,5505,158076,0.64
2024-08-29 03:17:39.105863,5,Bassline Rapture,Soundwave Project,2024-04-24 03:17:39.105863,Indie,10475,1306,54,1601,11568,7262,461,45-54,Germany,Other,Twitter Campaign,6031,153404,4.28
2024-11-21 03:17:39.105863,8,Digital Dreams,Vintage Beats,2024-05-01 03:17:39.105863,Ambient,18986,562,70,1423,18421,42443,453,45-54,France,Other,Twitter Campaign,7018,68061,0.81
2023-06-05 03:17:39.105863,1,Digital Dreams,Phantom Harmony,2024-04-19 03:17:39.105863,Electronic,24286,1254,97,609,94711,75812,836,35-44,UK,Other,YouTube Ads,7152,51564,2.36
2025-03-10 03:17:39.105863,8,Echoes of Silence,Binary Beats,2024-04-22 03:17:39.105863,Rock,18911,1899,61,1299,78097,43671,668,18-24,Brazil,Other,Spotify Ads,5249,136095,2.87
2024-01-29 03:17:39.105863,8,Rhythm of the Code,Soundwave Project,2024-05-02 03:17:39.105863,Ambient,22805,482,16,2241,38092,87887,208,18-24,Australia,Other,Instagram Ads,6762,157962,1.17
2024-09-04 03:17:39.105863,8,Daydreamer's Tune,Future Sounds,2024-05-13 03:17:39.105863,Indie,23588,167,66,1667,61655,54983,954,18-24,Canada,Male,Spotify Ads,2159,35047,3.6
2023-12-26 03:17:39.105863,6,Retrograde Motion,Melodic Minds,2024-04-25 03:17:39.105863,Ambient,10685,1681,85,1055,42953,28267,868,18-24,Brazil,Female,Facebook Ads,948,147180,2.93
2024-08-28 03:17:39.105863,3,Love in the Time of Data,Melodic Minds,2024-04-25 03:17:39.105863,Ambient,15983,1883,8,2872,83902,7893,436,25-34,Brazil,Female,Twitter Campaign,4334,85432,4.25
2025-04-19 03:17:39.105863,2,Digital Dreams,Phantom Harmony,2024-04-23 03:17:39.105863,Pop,4764,477,8,1379,71356,69114,438,25-34,Germany,Male,Facebook Ads,679,26501,3.84
2023-09-18 03:17:39.105863,4,Love in the Time of Data,Melodic Minds,2024-05-08 03:17:39.105863,Electronic,4224,1112,52,1178,74352,34053,792,45-54,France,Male,Facebook Ads,4640,26849,0.15
2024-11-11 03:17:39.105863,3,Nightfall Symphony,Soundwave Project,2024-04-30 03:17:39.105863,Indie,27068,529,49,2499,30256,59206,525,35-44,Canada,Female,Instagram Ads,2762,61020,4.85
2025-01-21 03:17:39.105863,1,Digital Dreams,Future Sounds,2024-05-14 03:17:39.105863,Indie,1425,170,70,2633,18205,6779,530,25-34,France,Other,YouTube Ads,5091,158924,1.18
2024-12-16 03:17:39.105863,6,Retrograde Motion,Vintage Beats,2024-04-28 03:17:39.105863,Rock,28870,404,64,2750,31224,83811,648,25-34,Australia,Male,Facebook Ads,5094,86533,2.06
2023-10-04 03:17:39.105863,2,Echoes of Tomorrow,Phantom Harmony,2024-05-11 03:17:39.105863,Pop,24374,932,44,2912,40573,72619,368,35-44,USA,Male,Spotify Ads,1261,158438,1.96
2023-09-11 03:17:39.105863,8,Daydreamer's Tune,Vintage Beats,2024-05-12 03:17:39.105863,Ambient,29403,1126,15,210,21994,21946,170,25-34,USA,Female,Facebook Ads,7109,67681,2.05
2024-10-20 03:17:39.105863,1,Rhythm of the Code,Future Sounds,2024-05-05 03:17:39.105863,Rock,20431,1307,50,2120,92694,92974,555,25-34,UK,Male,Facebook Ads,4130,50925,3.99
2024-03-29 03:17:39.105863,6,Echoes of Tomorrow,Phantom Harmony,2024-04-30 03:17:39.105863,Electronic,28215,1365,71,160,50474,64704,957,25-34,Canada,Other,Facebook Ads,3082,199053,2.63
2024-09-25 03:17:39.105863,2,Digital Dreams,Binary Beats,2024-05-15 03:17:39.105863,Electronic,27038,1937,61,235,34836,49580,359,35-44,USA,Other,Instagram Ads,5036,112215,3.61
2024-11-05 03:17:39.105863,10,Rhythm of the Code,Binary Beats,2024-05-14 03:17:39.105863,Indie,23980,1891,78,1350,58897,99569,938,18-24,Canada,Female,Twitter Campaign,3524,157209,1.04
2024-12-07 03:17:39.105863,1,Rhythm of the Code,Melodic Minds,2024-04-19 03:17:39.105863,Pop,4762,1590,19,1015,28422,62479,591,35-44,USA,Female,Instagram Ads,2855,31430,3.22
2024-07-22 03:17:39.105863,8,Retrograde Motion,Future Sounds,2024-05-02 03:17:39.105863,Rock,8432,768,58,1109,90606,6982,260,45-54,UK,Male,Spotify Ads,690,51145,2.43
